Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
34.0,1,1,16.0,2,2,2,3.0,0,4.0,1,2.0,0,1,1,1.0,1,17008.0,0
59.0,1,1,12.0,1,1,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0,0
34.0,0,3,24.0,2,2,3,4.0,4,3.0,2,,0,3,1,1.0,0,36122.0,0
51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,1,3.0,3,27886.0,0
27.0,1,1,11.0,2,2,3,4.0,0,3.0,3,3.0,1,1,0,1.0,1,21553.0,0
42.0,1,3,9.0,2,2,3,4.0,4,4.0,2,3.0,0,3,1,,0,34693.0,0
45.0,0,1,9.0,3,2,3,4.0,3,3.0,2,7.0,1,1,0,2.0,3,28887.0,0
46.0,1,1,6.0,3,2,3,3.0,3,5.0,1,1.0,0,1,0,2.0,3,24396.0,0
41.0,1,3,7.0,3,2,3,6.0,1,3.0,1,4.0,1,3,1,1.0,2,26135.0,0
39.0,0,3,17.0,1,0,3,4.0,1,3.0,3,3.0,1,3,0,2.0,2,24344.0,0
42.0,1,1,,3,2,2,5.0,1,3.0,2,5.0,0,3,1,1.0,2,,0
35.0,1,3,14.0,2,1,3,3.0,0,3.0,0,2.0,0,3,0,0.0,1,17572.0,0
41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,4,0,2.0,2,20993.0,1
52.0,1,1,14.0,3,2,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0,0
50.0,1,1,11.0,3,2,3,5.0,2,3.0,0,,0,3,0,1.0,4,37389.0,0
42.0,0,2,11.0,2,2,3,6.0,1,4.0,1,8.0,0,5,0,2.0,2,25108.0,0
38.0,1,1,8.0,3,2,3,3.0,0,3.0,0,7.0,1,4,0,0.0,1,18057.0,0
26.0,1,1,10.0,3,2,4,4.0,0,5.0,0,7.0,0,5,1,2.0,1,22709.0,1
27.0,1,1,9.0,3,2,2,4.0,0,3.0,2,1.0,0,2,0,0.0,1,17045.0,0
35.0,1,1,22.0,2,0,3,4.0,3,4.0,3,2.0,0,1,1,2.0,3,23606.0,0
45.0,0,1,8.0,3,2,3,4.0,4,3.0,1,1.0,0,4,1,2.0,0,31792.0,0
31.0,0,3,6.0,2,1,2,5.0,0,3.0,2,2.0,0,3,1,1.0,1,16359.0,1
35.0,1,3,,3,1,3,3.0,1,3.0,2,2.0,0,4,1,0.0,2,19859.0,0
35.0,1,1,24.0,2,2,2,1.0,1,5.0,1,2.0,0,3,0,1.0,2,20208.0,0
32.0,1,1,14.0,3,1,3,4.0,1,5.0,0,3.0,0,2,1,1.0,2,22984.0,0
34.0,1,1,11.0,3,0,2,4.0,3,5.0,3,3.0,0,2,0,0.0,3,26631.0,0
,1,1,16.0,2,2,2,3.0,0,3.0,1,2.0,0,5,1,0.0,1,,0
28.0,0,1,15.0,2,2,3,6.0,0,3.0,1,3.0,0,1,1,2.0,1,23299.0,0
47.0,1,1,20.0,2,2,3,4.0,1,4.0,3,8.0,0,4,1,1.0,2,24240.0,0
41.0,1,1,,2,2,2,3.0,0,3.0,0,4.0,1,3,1,0.0,1,19766.0,0
43.0,0,3,32.0,2,2,3,3.0,4,3.0,0,2.0,1,2,0,0.0,0,31959.0,0
54.0,0,3,9.0,3,1,3,5.0,3,4.0,1,4.0,0,1,1,1.0,3,26203.0,0
45.0,1,1,17.0,2,2,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21614.0,1
35.0,1,1,15.0,2,1,3,4.0,3,3.0,0,2.0,1,4,1,1.0,3,25685.0,0
40.0,1,2,10.0,2,1,3,2.0,1,4.0,1,2.0,0,1,0,1.0,2,25067.0,0
32.0,1,3,9.0,2,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,25260.0,0
36.0,0,3,7.0,3,0,4,4.0,3,3.0,3,3.0,0,5,1,1.0,3,27467.0,0
,1,3,8.0,3,2,2,3.0,1,4.0,0,1.0,1,1,0,1.0,2,,0
20.0,1,3,27.0,3,2,2,1.0,0,3.0,2,2.0,0,3,0,0.0,1,17678.0,0
,1,1,8.0,3,2,2,3.0,0,4.0,0,1.0,0,5,1,0.0,1,18468.0,0
50.0,1,3,18.0,3,1,3,4.0,3,3.0,0,3.0,0,4,0,2.0,3,26332.0,1
37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,0,3.0,1,23356.0,0
31.0,0,3,33.0,3,0,3,5.0,1,5.0,3,7.0,0,2,0,2.0,2,25374.0,1
38.0,1,1,26.0,2,2,4,4.0,0,4.0,0,6.0,0,4,1,2.0,1,21700.0,0
41.0,1,3,9.0,3,1,4,4.0,1,4.0,1,5.0,0,3,1,2.0,2,24355.0,0
31.0,0,1,9.0,3,2,3,3.0,3,3.0,1,1.0,0,4,1,0.0,3,28675.0,0
39.0,1,1,16.0,3,2,3,3.0,1,5.0,1,3.0,0,5,1,2.0,2,20377.0,0
37.0,0,1,25.0,2,2,4,4.0,1,3.0,3,4.0,0,3,1,1.0,2,26457.0,0
34.0,1,1,6.0,2,1,3,1.0,0,3.0,2,3.0,0,2,0,0.0,1,18280.0,0
43.0,1,1,15.0,2,2,3,4.0,0,3.0,3,6.0,0,1,1,2.0,1,22646.0,0
40.0,0,3,27.0,2,2,3,4.0,1,3.0,1,4.0,0,3,1,1.0,2,22805.0,0
60.0,1,2,13.0,3,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,20945.0,0
19.0,1,1,15.0,2,2,2,3.0,0,5.0,2,2.0,0,3,0,0.0,1,17552.0,0
27.0,1,1,9.0,3,2,2,4.0,0,3.0,2,1.0,0,1,1,1.0,1,17045.0,0
44.0,0,1,17.0,2,1,3,5.0,1,3.0,1,3.0,0,3,0,1.0,2,23935.0,0
48.0,0,1,10.0,3,2,2,4.0,4,3.0,1,3.0,0,5,1,1.0,0,30202.0,0
51.0,1,1,17.0,1,0,2,4.0,4,4.0,3,4.0,0,1,0,1.0,0,28142.0,0
41.0,1,1,9.0,3,2,3,4.0,2,3.0,1,,0,5,0,1.0,4,38114.0,0
31.0,1,1,7.0,2,2,3,6.0,0,3.0,1,5.0,0,4,1,1.0,1,22511.0,0
40.0,1,3,22.0,3,2,4,4.0,4,5.0,2,2.0,0,1,1,3.0,0,32019.0,0
43.0,1,1,9.0,2,2,3,5.0,2,3.0,1,4.0,0,5,1,,4,34740.0,0
50.0,0,1,25.0,2,2,4,4.0,1,3.0,1,3.0,1,1,0,1.0,2,25482.0,0
30.0,1,1,7.0,1,2,3,4.0,0,3.0,2,2.0,0,1,0,1.0,1,20736.0,1
38.0,1,1,10.0,2,2,3,4.0,3,3.0,0,3.0,0,2,1,1.0,3,28112.0,0
34.0,1,1,15.0,3,0,2,4.0,3,4.0,3,2.0,0,2,1,1.0,3,23621.0,0
30.0,1,1,22.0,2,1,3,5.0,1,3.0,3,2.0,1,3,0,1.0,2,22871.0,0
29.0,1,1,29.0,2,2,2,3.0,0,3.0,2,1.0,0,3,0,0.0,1,17201.0,0
27.0,0,1,16.0,2,2,2,3.0,3,5.0,1,2.0,0,3,1,0.0,3,23793.0,0
22.0,0,3,16.0,3,2,3,4.0,0,3.0,3,3.0,0,4,0,1.0,1,21288.0,0
61.0,0,3,35.0,3,1,4,5.0,3,5.0,1,6.0,0,1,1,1.0,3,28944.0,0
21.0,1,1,18.0,3,1,4,5.0,0,5.0,3,3.0,1,3,0,2.0,1,21278.0,1
38.0,1,1,23.0,2,1,3,4.0,3,3.0,0,1.0,0,2,0,2.0,3,23823.0,0
31.0,1,1,25.0,2,1,4,4.0,0,3.0,3,3.0,0,1,1,3.0,1,21310.0,0
40.0,0,1,17.0,1,1,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,21323.0,0
47.0,0,1,7.0,3,2,3,5.0,3,5.0,0,4.0,1,2,1,2.0,3,29351.0,0
32.0,0,3,14.0,3,0,2,3.0,3,3.0,3,2.0,0,4,1,1.0,3,23998.0,0
24.0,1,1,17.0,3,2,4,3.0,0,3.0,3,3.0,0,2,1,2.0,1,22183.0,0
30.0,0,3,32.0,3,1,2,4.0,1,5.0,3,6.0,0,1,1,1.0,2,21696.0,1
19.0,0,3,12.0,3,2,4,4.0,0,4.0,2,3.0,1,4,1,3.0,1,20556.0,1
35.0,1,3,16.0,3,2,3,4.0,3,3.0,1,6.0,0,3,1,2.0,3,23168.0,1
43.0,1,1,25.0,2,2,3,4.0,1,5.0,1,8.0,1,1,0,1.0,2,24088.0,0
29.0,1,1,15.0,2,1,4,4.0,0,3.0,3,3.0,0,4,0,2.0,1,21988.0,0
50.0,1,1,35.0,2,2,2,4.0,4,3.0,1,1.0,0,5,1,1.0,0,32046.0,0
36.0,0,3,14.0,2,2,3,4.0,3,5.0,3,2.0,0,2,0,2.0,3,22587.0,0
41.0,1,1,12.0,3,2,3,4.0,1,4.0,2,7.0,1,3,1,2.0,2,21032.0,0
58.0,1,1,8.0,2,2,2,3.0,2,4.0,2,1.0,1,3,1,0.0,4,34246.0,1
19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,2,0,1.0,1,16675.0,1
32.0,0,3,9.0,2,1,3,4.0,3,3.0,1,3.0,1,1,1,1.0,3,28530.0,0
34.0,1,1,16.0,3,2,3,4.0,0,3.0,0,2.0,0,2,1,1.0,1,21459.0,0
42.0,1,1,15.0,3,1,4,4.0,0,5.0,1,3.0,1,3,0,3.0,1,22781.0,1
33.0,1,1,10.0,2,1,3,4.0,3,3.0,2,5.0,0,2,1,2.0,3,29837.0,0
31.0,0,3,8.0,2,1,2,4.0,0,3.0,2,1.0,0,5,0,1.0,1,17785.0,1
41.0,1,1,,2,2,2,3.0,0,3.0,1,4.0,1,3,1,0.0,1,19766.0,0
52.0,1,1,6.0,2,2,3,4.0,2,3.0,0,1.0,0,2,1,,4,34999.0,0
32.0,1,1,11.0,2,1,2,1.0,0,3.0,1,4.0,0,5,1,1.0,1,18312.0,0
52.0,1,1,6.0,2,2,3,3.0,4,3.0,0,3.0,0,2,1,1.0,0,32099.0,0
37.0,1,1,22.0,2,2,3,4.0,1,3.0,1,2.0,0,4,0,2.0,2,23512.0,1
34.0,0,1,22.0,2,1,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,17553.0,0
22.0,0,3,16.0,3,2,3,4.0,0,3.0,3,3.0,0,4,1,1.0,1,21288.0,0
18.0,1,3,16.0,3,1,3,4.0,0,3.0,2,2.0,0,2,1,2.0,1,16200.0,0
57.0,1,1,30.0,2,2,4,4.0,4,4.0,0,6.0,1,4,1,3.0,0,32080.0,0
29.0,0,1,7.0,3,2,3,5.0,0,4.0,1,3.0,0,4,1,1.0,1,21274.0,1
24.0,0,1,15.0,3,2,2,3.0,0,5.0,2,3.0,1,3,0,1.0,1,18172.0,1
34.0,0,3,29.0,3,2,4,4.0,1,4.0,0,2.0,0,2,0,2.0,2,24824.0,0
37.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,23317.0,1
28.0,1,1,6.0,2,2,3,4.0,0,3.0,1,2.0,0,4,0,1.0,1,16563.0,0
31.0,1,1,7.0,2,2,3,5.0,1,3.0,0,3.0,1,2,1,2.0,2,23804.0,0
48.0,1,1,,2,2,3,4.0,1,3.0,2,3.0,0,1,0,2.0,2,,0
45.0,1,2,10.0,2,1,2,5.0,3,3.0,1,5.0,0,1,1,1.0,3,24756.0,0
32.0,1,1,11.0,2,2,3,2.0,0,4.0,1,1.0,1,2,1,0.0,1,18298.0,0
36.0,1,1,28.0,2,1,3,4.0,1,3.0,0,3.0,1,3,0,2.0,2,22692.0,0
21.0,1,1,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,0,2.0,1,17070.0,0
31.0,0,1,12.0,2,2,4,5.0,0,3.0,1,2.0,0,5,0,1.0,1,22439.0,0
39.0,0,1,10.0,2,2,3,4.0,0,3.0,1,5.0,0,3,1,1.0,1,21499.0,0
40.0,1,1,,2,2,3,3.0,1,3.0,2,2.0,0,3,1,2.0,2,19661.0,0
59.0,1,1,9.0,2,2,3,4.0,0,3.0,0,4.0,0,3,0,1.0,1,17177.0,0
24.0,1,1,7.0,2,2,3,4.0,0,3.0,0,3.0,0,4,0,2.0,1,19901.0,0
28.0,1,1,9.0,2,1,3,4.0,0,5.0,1,3.0,0,3,0,2.0,1,21019.0,0
33.0,1,1,6.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17686.0,1
40.0,0,1,32.0,2,2,4,4.0,3,3.0,0,5.0,0,1,0,1.0,3,29598.0,0
38.0,1,3,9.0,2,2,3,3.0,3,3.0,1,1.0,0,1,1,1.0,3,25609.0,0
40.0,1,1,8.0,3,2,3,3.0,0,3.0,1,3.0,0,1,0,0.0,1,17345.0,0
36.0,0,1,25.0,2,2,3,4.0,3,3.0,3,4.0,0,3,0,1.0,3,28040.0,0
48.0,1,3,9.0,3,1,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,23215.0,0
42.0,0,1,8.0,2,2,2,3.0,4,3.0,0,1.0,1,4,0,1.0,0,32861.0,0
41.0,1,3,14.0,3,2,3,4.0,0,4.0,3,3.0,0,5,0,1.0,1,23339.0,1
37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,2,1,1.0,2,23163.0,0
33.0,0,1,9.0,2,0,3,4.0,1,3.0,3,6.0,1,5,1,1.0,2,23676.0,0
35.0,0,1,10.0,2,2,3,5.0,0,3.0,1,5.0,0,1,0,1.0,1,21657.0,0
41.0,1,3,12.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24241.0,0
,1,1,29.0,3,1,1,3.0,0,5.0,1,4.0,1,4,0,0.0,1,,0
33.0,1,1,7.0,2,2,4,4.0,1,4.0,1,3.0,0,3,1,1.0,2,24898.0,0
34.0,1,3,14.0,1,2,3,1.0,1,3.0,1,2.0,0,1,0,2.0,2,21799.0,0
47.0,1,1,22.0,2,2,3,4.0,2,4.0,1,,0,3,1,2.0,4,37759.0,0
22.0,1,1,25.0,3,2,3,3.0,0,3.0,0,2.0,0,2,0,1.0,1,17323.0,0
46.0,1,1,16.0,2,2,3,4.0,1,4.0,1,2.0,0,4,1,1.0,2,21026.0,0
56.0,1,2,14.0,2,2,2,3.0,2,4.0,2,7.0,0,4,1,,4,34717.0,0
37.0,0,2,9.0,2,2,4,5.0,1,3.0,3,3.0,0,3,1,1.0,2,22564.0,0
34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,0,1.0,3,25797.0,0
51.0,1,1,36.0,2,2,3,5.0,4,3.0,0,,0,5,1,2.0,0,35724.0,0
47.0,1,3,17.0,2,1,4,4.0,3,4.0,1,7.0,0,1,0,3.0,3,25992.0,1
30.0,0,1,7.0,2,2,4,6.0,0,3.0,1,3.0,0,1,0,3.0,1,21398.0,0
26.0,1,3,15.0,2,2,3,3.0,1,4.0,0,2.0,0,4,0,1.0,2,23529.0,0
30.0,1,1,14.0,2,1,3,1.0,3,5.0,1,1.0,1,1,0,2.0,3,26416.0,0
58.0,1,3,16.0,3,2,2,3.0,4,3.0,2,1.0,0,3,1,1.0,0,28872.0,0
25.0,1,1,25.0,2,2,3,4.0,0,3.0,0,2.0,0,4,1,1.0,1,21452.0,0
28.0,1,1,9.0,2,1,3,4.0,1,3.0,0,2.0,0,5,0,2.0,2,22905.0,0
42.0,1,1,23.0,2,1,2,2.0,1,5.0,3,4.0,1,2,0,0.0,2,21545.0,0
37.0,1,1,34.0,3,2,4,4.0,1,3.0,1,8.0,0,3,0,1.0,2,23915.0,0
38.0,1,1,7.0,2,1,3,4.0,0,3.0,2,3.0,0,1,1,1.0,1,20793.0,0
41.0,1,1,34.0,2,1,2,4.0,4,4.0,1,1.0,0,5,1,1.0,0,28570.0,0
46.0,1,3,6.0,3,1,3,3.0,3,5.0,1,2.0,0,1,1,2.0,3,25453.0,0
46.0,1,1,13.0,2,2,3,4.0,3,5.0,1,6.0,1,3,1,2.0,3,31923.0,0
37.0,0,3,10.0,3,2,2,3.0,0,3.0,1,5.0,0,4,1,0.0,1,17793.0,0
39.0,1,3,10.0,2,2,3,4.0,1,3.0,3,2.0,1,3,1,2.0,2,25539.0,0
24.0,1,1,13.0,2,2,4,2.0,0,5.0,1,3.0,1,3,0,1.0,1,20279.0,1
47.0,1,2,32.0,2,1,3,3.0,2,3.0,1,4.0,0,4,1,,4,34658.0,0
40.0,1,1,26.0,1,2,3,3.0,3,3.0,1,5.0,0,3,1,1.0,3,25322.0,0
27.0,0,3,26.0,2,0,2,3.0,1,3.0,3,2.0,0,1,1,1.0,2,24981.0,0
32.0,0,1,7.0,2,1,4,4.0,1,5.0,0,3.0,0,5,1,3.0,2,22826.0,0
24.0,0,1,15.0,2,2,2,4.0,0,4.0,1,2.0,0,5,0,1.0,1,17694.0,0
34.0,1,1,9.0,2,2,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,21178.0,0
37.0,1,1,21.0,2,2,4,4.0,1,3.0,0,2.0,1,5,1,3.0,2,25264.0,0
26.0,1,3,10.0,2,2,4,4.0,1,5.0,1,3.0,1,4,0,3.0,2,22872.0,0
45.0,0,1,7.0,3,2,3,4.0,0,4.0,1,3.0,1,3,1,2.0,1,21020.0,1
34.0,2,1,,3,1,2,4.0,0,5.0,2,2.0,0,1,1,0.0,1,,0
37.0,1,1,33.0,2,2,4,4.0,1,3.0,1,8.0,0,3,1,1.0,2,24025.0,0
28.0,1,3,9.0,3,1,4,6.0,2,4.0,2,4.0,1,5,1,2.0,4,21195.0,1
,0,1,11.0,2,2,3,4.0,0,3.0,1,1.0,0,5,0,0.0,1,,0
32.0,1,1,8.0,1,2,2,4.0,1,5.0,2,5.0,0,4,0,1.0,2,17176.0,0
43.0,1,1,14.0,3,1,4,2.0,1,4.0,0,8.0,1,1,0,1.0,2,21050.0,0
42.0,0,1,17.0,2,2,4,5.0,4,5.0,1,,0,1,1,1.0,0,35859.0,0
54.0,0,1,,2,1,2,3.0,1,3.0,2,4.0,0,4,0,1.0,2,19869.0,0
59.0,1,1,28.0,3,1,4,4.0,1,4.0,1,6.0,0,3,1,2.0,2,28686.0,1
21.0,0,3,24.0,3,1,3,3.0,1,3.0,1,1.0,1,5,0,1.0,2,17625.0,1
43.0,1,1,12.0,2,2,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0,0
48.0,1,3,21.0,3,2,3,4.0,1,5.0,3,4.0,0,2,0,2.0,2,23638.0,0
,1,1,8.0,2,1,2,3.0,1,3.0,0,2.0,0,2,1,0.0,2,,0
,1,1,6.0,3,2,2,3.0,0,4.0,1,2.0,0,3,0,0.0,1,,0
,1,1,8.0,2,2,3,3.0,0,3.0,2,3.0,0,4,0,1.0,1,18485.0,1
38.0,0,3,16.0,3,2,4,4.0,3,4.0,1,3.0,0,2,1,1.0,3,27512.0,0
44.0,1,3,32.0,3,2,4,5.0,3,3.0,1,7.0,0,4,1,2.0,3,29476.0,0
30.0,1,1,8.0,3,2,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0,0
23.0,1,1,10.0,3,2,2,1.0,0,5.0,1,3.0,0,4,0,1.0,1,17819.0,0
28.0,1,3,19.0,3,0,2,3.0,1,3.0,3,4.0,1,5,1,1.0,2,24854.0,1
51.0,1,1,17.0,1,2,4,5.0,3,3.0,2,8.0,0,5,0,3.0,3,29174.0,0
28.0,1,3,11.0,3,2,3,3.0,1,3.0,2,2.0,0,3,1,0.0,2,19908.0,0
30.0,1,1,34.0,3,1,3,3.0,1,3.0,1,2.0,0,3,1,2.0,2,20775.0,0
46.0,1,1,14.0,2,2,3,4.0,3,5.0,1,4.0,0,3,1,2.0,3,28402.0,0
45.0,1,1,10.0,2,2,3,4.0,0,5.0,0,6.0,0,5,1,2.0,1,21040.0,1
41.0,1,3,29.0,3,2,4,5.0,1,3.0,1,4.0,1,3,1,1.0,2,25058.0,1
49.0,1,1,31.0,2,1,2,3.0,0,5.0,1,2.0,0,3,0,0.0,1,18211.0,0
19.0,0,1,15.0,3,2,4,4.0,0,3.0,2,3.0,0,5,0,1.0,1,20582.0,1
55.0,1,3,8.0,3,2,2,3.0,1,3.0,2,5.0,0,2,0,1.0,2,20160.0,1
51.0,0,1,27.0,3,2,3,4.0,4,3.0,1,4.0,1,4,1,2.0,0,29923.0,0
26.0,1,3,,3,2,2,3.0,1,3.0,1,6.0,0,5,0,0.0,2,,0
42.0,0,1,27.0,3,1,2,3.0,1,3.0,1,3.0,0,2,0,0.0,2,20265.0,0
21.0,1,1,7.0,2,1,3,5.0,0,4.0,3,3.0,0,4,1,1.0,1,21514.0,0
44.0,1,1,16.0,2,2,3,3.0,0,3.0,2,2.0,1,3,1,0.0,1,17936.0,1
27.0,1,3,35.0,3,2,4,4.0,1,4.0,1,3.0,0,3,0,1.0,2,24950.0,0
50.0,1,1,8.0,3,2,3,3.0,2,3.0,0,3.0,1,2,1,1.0,4,34237.0,0
41.0,0,1,9.0,3,1,3,2.0,1,4.0,1,3.0,0,3,0,1.0,2,22922.0,0
40.0,1,1,7.0,3,2,3,2.0,3,3.0,1,2.0,0,3,1,1.0,3,28291.0,0
39.0,1,3,9.0,3,2,3,4.0,3,4.0,3,2.0,0,4,1,1.0,3,26029.0,0
,0,1,16.0,3,2,2,3.0,0,3.0,1,2.0,1,3,1,0.0,1,,0
34.0,1,1,11.0,3,1,3,5.0,0,4.0,0,2.0,0,1,0,1.0,1,22516.0,0
46.0,1,3,8.0,1,1,3,5.0,4,4.0,1,4.0,1,5,1,0.0,0,31872.0,0
44.0,1,1,14.0,2,1,3,4.0,3,5.0,0,2.0,0,5,1,1.0,3,28663.0,0
52.0,0,3,8.0,2,2,3,4.0,2,3.0,2,2.0,1,1,1,0.0,4,34068.0,0
32.0,1,3,15.0,2,2,3,4.0,3,3.0,1,3.0,0,3,1,1.0,3,29471.0,0
45.0,1,1,,3,1,2,3.0,0,3.0,0,5.0,1,3,1,0.0,1,,0
51.0,1,1,7.0,3,2,3,5.0,0,3.0,1,4.0,0,3,1,1.0,1,22368.0,0
31.0,1,1,18.0,3,1,2,3.0,1,3.0,1,1.0,1,4,1,0.0,2,20855.0,0
35.0,1,3,,3,1,2,3.0,1,3.0,0,2.0,0,4,1,0.0,2,19601.0,0
29.0,1,1,15.0,2,1,3,5.0,0,4.0,2,3.0,0,4,0,2.0,1,20832.0,1
30.0,1,3,17.0,3,2,3,4.0,0,4.0,1,3.0,0,2,0,2.0,1,20975.0,0
35.0,1,1,9.0,3,2,4,2.0,0,3.0,1,2.0,1,1,0,2.0,1,21610.0,0
41.0,1,1,20.0,2,2,2,3.0,0,3.0,1,5.0,0,4,1,1.0,1,17451.0,0
31.0,1,3,14.0,3,1,4,4.0,1,5.0,1,2.0,0,3,1,1.0,2,23457.0,0
23.0,0,1,33.0,2,1,3,5.0,0,3.0,1,3.0,1,3,0,1.0,1,21492.0,0
,1,1,16.0,3,2,2,3.0,1,5.0,2,2.0,0,4,0,0.0,2,,1
56.0,0,1,25.0,3,2,4,4.0,1,4.0,1,5.0,1,5,1,2.0,2,25063.0,0
22.0,1,1,17.0,3,1,2,3.0,0,4.0,1,2.0,0,1,1,1.0,1,17244.0,0
33.0,0,3,17.0,3,2,4,4.0,1,3.0,3,2.0,0,3,1,2.0,2,23326.0,0
23.0,0,1,10.0,2,2,3,5.0,0,3.0,0,2.0,1,3,0,1.0,1,21531.0,1
28.0,1,1,21.0,2,2,3,4.0,0,5.0,1,3.0,1,4,1,1.0,1,20913.0,0
41.0,1,1,7.0,2,1,3,4.0,1,3.0,1,6.0,0,3,0,2.0,2,25191.0,0
38.0,1,1,18.0,3,1,4,4.0,0,3.0,3,6.0,0,3,0,2.0,1,22307.0,0
50.0,0,3,14.0,1,2,2,3.0,1,3.0,1,4.0,1,5,0,0.0,2,21796.0,1
21.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,3,1,1.0,1,17693.0,1
41.0,1,1,19.0,2,1,3,4.0,1,5.0,1,4.0,0,1,1,2.0,2,23126.0,0
34.0,1,3,15.0,3,2,3,4.0,1,3.0,1,2.0,0,1,0,1.0,2,25782.0,0
42.0,1,1,19.0,2,2,3,4.0,0,3.0,1,5.0,1,3,1,1.0,1,23444.0,0
31.0,0,1,15.0,3,2,2,4.0,0,5.0,2,1.0,1,3,1,0.0,1,17321.0,1
33.0,1,1,14.0,2,2,2,1.0,0,5.0,1,7.0,0,3,1,1.0,1,18143.0,0
43.0,1,1,11.0,1,2,3,4.0,2,3.0,0,,0,2,0,2.0,4,37910.0,0
38.0,1,3,10.0,2,2,3,4.0,3,3.0,3,4.0,0,3,0,2.0,3,26106.0,0
31.0,0,3,13.0,3,1,3,3.0,3,5.0,1,3.0,0,1,1,2.0,3,24637.0,0
,1,1,9.0,2,1,2,3.0,1,4.0,2,4.0,0,4,1,0.0,2,,0
54.0,1,1,14.0,3,1,3,4.0,2,3.0,1,,0,2,1,1.0,4,37284.0,0
55.0,1,1,8.0,3,2,3,3.0,2,5.0,1,6.0,1,1,1,,4,34859.0,1
37.0,1,1,6.0,2,2,2,4.0,1,3.0,1,2.0,0,5,0,0.0,2,20993.0,0
43.0,0,1,13.0,3,2,2,1.0,0,3.0,1,5.0,0,4,1,0.0,1,17089.0,0
34.0,1,3,32.0,3,2,3,5.0,3,4.0,3,4.0,1,5,1,1.0,3,27058.0,1
37.0,1,2,16.0,1,1,3,4.0,0,3.0,1,3.0,0,1,1,1.0,1,24088.0,1
37.0,1,1,10.0,2,2,4,2.0,1,5.0,1,8.0,0,1,1,3.0,2,25520.0,0
46.0,0,1,14.0,2,2,4,3.0,1,3.0,0,6.0,0,2,0,3.0,2,25112.0,0
52.0,1,3,33.0,3,1,4,4.0,4,3.0,0,4.0,0,3,0,,0,34985.0,0
19.0,1,3,28.0,3,2,2,3.0,0,3.0,2,2.0,1,1,1,0.0,1,16675.0,1
38.0,1,1,7.0,2,1,3,4.0,0,3.0,2,3.0,0,2,1,2.0,1,20793.0,0
35.0,1,1,34.0,3,1,4,4.0,0,4.0,2,4.0,0,3,1,1.0,1,20989.0,0
46.0,1,1,7.0,3,1,4,4.0,0,3.0,1,5.0,0,5,0,2.0,1,20948.0,0
36.0,1,3,24.0,2,2,4,4.0,1,5.0,0,5.0,1,3,1,2.0,2,27644.0,0
29.0,1,1,21.0,2,2,2,3.0,0,3.0,2,2.0,0,3,1,1.0,1,17340.0,0
35.0,1,3,13.0,2,2,3,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17404.0,0
39.0,0,1,17.0,3,2,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,21362.0,0
34.0,1,1,32.0,3,2,3,5.0,0,4.0,2,6.0,1,4,0,1.0,1,20991.0,1
40.0,0,1,,2,2,3,4.0,1,3.0,1,1.0,0,5,0,1.0,2,19876.0,0
38.0,1,1,29.0,2,2,2,3.0,1,3.0,1,1.0,0,3,0,1.0,2,20745.0,0
39.0,1,3,14.0,3,1,3,2.0,1,5.0,1,3.0,1,3,1,2.0,2,24283.0,0
25.0,1,3,32.0,3,1,2,3.0,1,3.0,2,2.0,0,4,0,0.0,2,21180.0,0
42.0,1,1,13.0,3,2,4,5.0,1,4.0,3,8.0,1,3,1,1.0,2,24710.0,0
,1,2,8.0,2,2,2,3.0,0,3.0,0,2.0,0,2,0,0.0,1,18600.0,0
28.0,1,1,30.0,2,2,2,4.0,0,3.0,2,6.0,1,1,0,0.0,1,17028.0,1
